id,context,question,answer_text,answer_start
205ccad6f79448a395413d44_2,"කොන්ෆියුසියස්වාදය බොහෝ විට චීන ජාතිකයන් විසින් ආගමික ආකාරයෙන් අනුගමනය කරනු ලැබුවද, බොහෝ දෙනා තර්ක කරන්නේ එහි වටිනාකම් ලෞකික බවත් එබැවින් එය ලෞකික සදාචාරයකට වඩා අඩු ආගමක් බවත්ය. කෙසේ වෙතත්, යෝජකයින් තර්ක කරන්නේ, කොන්ෆියුසියස්වාදයේ ඉගැන්වීම්වල ලෞකික ස්වභාවය තිබියදීත්, එය ආගමික ලෝක දැක්මක් මත පදනම් වූවක් බවයි. කොන්ෆියුසියස්වාදය මරණින් මතු ජීවිතයේ අංග සහ ස්වර්ගය පිළිබඳ අදහස් සාකච්ඡා කරයි, නමුත් එය ආත්මවල ස්වභාවය වැනි ආගමික චින්තනයට බොහෝ විට අත්‍යවශ්‍ය යැයි සැලකෙන සමහර අධ්‍යාත්මික කාරණා සම්බන්ධයෙන් සාපේක්ෂ වශයෙන් නොසැලකිලිමත් වේ.",බොහෝ දෙනාට අනුව කොන්ෆියුසියස්වාදයේ වටිනාකම් කෙසේද?,ලෞකික බවත්,118
2454dd47514743459b1a634a,පාස්කු ඉරිදා ප්‍රහාරයට සම්බන්ධ පුද්ගලයන් සත්‍ය වශයෙන්ම තමා දන්නා බවට හිටපු ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා ඉකුත් දා (22)  මහනුවරදී පැවැති උත්සවයකට සහභාගිවීමෙන් අනතුරුව මාධ්‍යයට සිදුකළ ප්‍රකාශය සම්බන්ධයෙන් විමසීම සඳහා සිරිසේන මහතා අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට කැඳවා තිබිණි., මෛත්‍රීපාල සිරිසේන මහතා සම්බන්ධව කුමන ප්‍රකාශයක් කළාද?,පාස්කු ඉරිදා ප්‍රහාරයට සම්බන්ධ පුද්ගලයන් සත්‍ය වශයෙන්ම තමා දන්නා බව,0
2454dd47514743459b1a634a_2,පාස්කු ඉරිදා ප්‍රහාරයට සම්බන්ධ පුද්ගලයන් සත්‍ය වශයෙන්ම තමා දන්නා බවට හිටපු ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා ඉකුත් දා (22)  මහනුවරදී පැවැති උත්සවයකට සහභාගිවීමෙන් අනතුරුව මාධ්‍යයට සිදුකළ ප්‍රකාශය සම්බන්ධයෙන් විමසීම සඳහා සිරිසේන මහතා අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට කැඳවා තිබිණි.,මෛත්‍රීපාල සිරිසේන මහතා සම්බන්ධව විමසීමක් කුමන දෙපාර්තමේන්තුවෙන් සිදු කරණු ලැබුණි?,අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව,231
2a22e51cd7de4f598f7d0b11,"හුදෙක් ලැගුම් හලක් වශයෙන් භාවිතයට පමණක්ම නොව, අම්බලමක් ඉදිකිරීමේදී එම ගොඩනැගිලිවලට අපූරු සුන්දරත්වයක් එක් කරමින් ඊට විවිධ කලා නිර්මාණයන් ඇතුලත් කිරීමටද, එකල ශිල්පීහු ක්‍රියා කලහ. මල්කම් ලියකම් ආදිය යොදමින් අම්බලම් අලංකාර කිරීමට ඔවුහු පියවර ගත්හ. එලෙස ඉදිකරන ලද අම්බලම් කිහිපයක් වර්තමානයේදී පවා මෙරට දැකගත හැකිවෙයි. ඇතැම් අම්බලම් ඉදිකිරීම සඳහා රාජ්‍ය අනුග්‍රහය පවා ලැබුණු බව සඳහන් වෙයි.",අම්බලමක් ඉදිකිරීමේදී ශිල්පීහු කුමක් කළාද?,"හුදෙක් ලැගුම් හලක් වශයෙන් භාවිතයට පමණක්ම නොව, අම්බලමක් ඉදිකිරීමේදී එම ගොඩනැගිලිවලට අපූරු සුන්දරත්වයක් එක් කරමින් ඊට විවිධ කලා නිර්මාණයන් ඇතුලත් කිරීමටද, එකල ශිල්පීහු ක්‍රියා කලහ.",0
2a22e51cd7de4f598f7d0b11_2,"හුදෙක් ලැගුම් හලක් වශයෙන් භාවිතයට පමණක්ම නොව, අම්බලමක් ඉදිකිරීමේදී එම ගොඩනැගිලිවලට අපූරු සුන්දරත්වයක් එක් කරමින් ඊට විවිධ කලා නිර්මාණයන් ඇතුලත් කිරීමටද, එකල ශිල්පීහු ක්‍රියා කලහ. මල්කම් ලියකම් ආදිය යොදමින් අම්බලම් අලංකාර කිරීමට ඔවුහු පියවර ගත්හ. එලෙස ඉදිකරන ලද අම්බලම් කිහිපයක් වර්තමානයේදී පවා මෙරට දැකගත හැකිවෙයි. ඇතැම් අම්බලම් ඉදිකිරීම සඳහා රාජ්‍ය අනුග්‍රහය පවා ලැබුණු බව සඳහන් වෙයි.",අම්බලම් අලංකාර කිරීමට ශිල්පීහු යොදා ගත් දේවල් මොනවාද?,මල්කම් ලියකම්,179
2a58f119ab164deeb712c498,"මඩකලපුව දිස්ත්‍රික්කයේ ප්‍රදේශීය ලේකම් කොට්ඨාස 13ක සුදුසුකම් ලැබු පවුල් 27,595න් 192 දෙනෙකු සඳහා ජනාධිපතිවරයා විසින් සංකේතාත්මකව ඔප්පු ලබාදීම සිදුකර තිබේ. ඒ මිලියන 2ක සින්නක්කර ඔප්පු ලබාදීමේ වැඩසටහන යටතේ ය.",සින්නක්කර ඔප්පු ලබාදුන් දිස්ත්‍රික්කය කුමක්ද?,මඩකලපුව දිස්ත්‍රික්කයේ,0
2a58f119ab164deeb712c498_2,"මඩකලපුව දිස්ත්‍රික්කයේ ප්‍රදේශීය ලේකම් කොට්ඨාස 13ක සුදුසුකම් ලැබු පවුල් 27,595න් 192 දෙනෙකු සඳහා ජනාධිපතිවරයා විසින් සංකේතාත්මකව ඔප්පු ලබාදීම සිදුකර තිබේ. ඒ මිලියන 2ක සින්නක්කර ඔප්පු ලබාදීමේ වැඩසටහන යටතේ ය.",ප්‍රදේශීය ලේකම් කොට්ඨාස ගණන කීයද?,කොට්ඨාස 13ක,39
2b5d1564ae944f1eac04259f,"උතුරු කොරියාව සහ රුසියාව අතර වර්ධනය වෙමින් පවතින යුදමය සබඳතා ඉතාමත් භයානක බැවින් එය පාලනයට මැදිහත් වන ලෙස අමෙරිකාව විසින් චීනයට පවසනවා.අමෙරිකානු රාජ්‍ය ලේකම් ඇන්තනි බ්ලින්කන් ප්‍රකාශ කර ඇත්තේ යුක්රේන ආක්‍රමණයේ දී උතුරු කොරියාව රුසියාවට ආයුධ ලබා දීමට සහයෝගය ලබා දෙන බවයි.ඔහු මේ බව සඳහන් කළේ ජපානයේ පැවැත්වෙන ජී -7 සමුළුවට සමගාමීව ජපාන, චීන සහ දකුණු කොරියානු නියෝජිතයින් අතර පැවති හමුවකට එක්වෙමින්.එමෙන්ම ඒ වෙනුවෙන් රුසියාව, උතුරු කොරියාවට අභ්‍යවකාශ තාක්ෂණය ලබා දෙමින් සිටින බවටද අමෙරිකානු රාජ්‍ය ලේකම්වරයා අනාවරණ කර තිබෙනවා.",උතුරු කොරියාව සහ රුසියාව අතර සබඳතා පිළිබඳව අමෙරිකාව කුමක් පවසයිද?,යුදමය සබඳතා,49
2b5d1564ae944f1eac04259f_2,"උතුරු කොරියාව සහ රුසියාව අතර වර්ධනය වෙමින් පවතින යුදමය සබඳතා ඉතාමත් භයානක බැවින් එය පාලනයට මැදිහත් වන ලෙස අමෙරිකාව විසින් චීනයට පවසනවා.අමෙරිකානු රාජ්‍ය ලේකම් ඇන්තනි බ්ලින්කන් ප්‍රකාශ කර ඇත්තේ යුක්රේන ආක්‍රමණයේ දී උතුරු කොරියාව රුසියාවට ආයුධ ලබා දීමට සහයෝගය ලබා දෙන බවයි.ඔහු මේ බව සඳහන් කළේ ජපානයේ පැවැත්වෙන ජී -7 සමුළුවට සමගාමීව ජපාන, චීන සහ දකුණු කොරියානු නියෝජිතයින් අතර පැවති හමුවකට එක්වෙමින්.එමෙන්ම ඒ වෙනුවෙන් රුසියාව, උතුරු කොරියාවට අභ්‍යවකාශ තාක්ෂණය ලබා දෙමින් සිටින බවටද අමෙරිකානු රාජ්‍ය ලේකම්වරයා අනාවරණ කර තිබෙනවා.",අමෙරිකාව චීනයෙන් ඉල්ලා සිටින කරුණ කුමක්ද?,පාලනයට මැදිහත්,84
2b9d9f37e7614e55a4d8c0be,"එක්දින ක්‍රිකට් ලෝක කුසලාන තරගාවලියේ පළමු අවසන් පූර්ව තරගය හෙට පැවැත්වෙනවා. ඒ, ඉන්දීය කණ්ඩායම සහ නවසීලන්තය අතරයි. මුම්බායි වන්කඩේ ක්‍රීඩාංගණයේදී තරගය පැවැත්වීමට නියමිතයි. මෙවර සත්කාරක ඉන්දීය කණ්ඩායම අවසන් පූර්ව තරගය ට එක්වන්නේ මූලික වටයේ සියලු‍ තරග ජයගෙන අපරාජිත කණ්ඩායම ලෙසයි. නවසීලන්තය සහභාගී වූ තරග 9න් 5ක් ජයග්‍රහණය කිරීමට සමත් වුණා. දෙවන අවසන් පූර්ව තරගය අනිද්දා ඕස්ටේ්‍රලියාව සහ දකුණු අප්‍රිකාව අතර පැවැත්වෙනවා.",එක්දින ලෝක කුසලානයේ පළමු අවසන් පූර්ව තරගය පැවැත්වෙන්නේ කවදාද?,හෙට,59
2b9d9f37e7614e55a4d8c0be_2,"එක්දින ක්‍රිකට් ලෝක කුසලාන තරගාවලියේ පළමු අවසන් පූර්ව තරගය හෙට පැවැත්වෙනවා. ඒ, ඉන්දීය කණ්ඩායම සහ නවසීලන්තය අතරයි. මුම්බායි වන්කඩේ ක්‍රීඩාංගණයේදී තරගය පැවැත්වීමට නියමිතයි. මෙවර සත්කාරක ඉන්දීය කණ්ඩායම අවසන් පූර්ව තරගය ට එක්වන්නේ මූලික වටයේ සියලු‍ තරග ජයගෙන අපරාජිත කණ්ඩායම ලෙසයි. නවසීලන්තය සහභාගී වූ තරග 9න් 5ක් ජයග්‍රහණය කිරීමට සමත් වුණා. දෙවන අවසන් පූර්ව තරගය අනිද්දා ඕස්ටේ්‍රලියාව සහ දකුණු අප්‍රිකාව අතර පැවැත්වෙනවා.",පළමු අවසන් පූර්ව තරගයට එක්වන්නේ කවර කණ්ඩායම් දෙකක්ද?,ඉන්දීය කණ්ඩායම සහ නවසීලන්තය,79
31f7665141b244a3a3d6e35d,"ඉන්දියාවේ සිට නීති විරෝධී ලෙසින් මුහුදු මගින් මෙරටට ගෙන්වන ලද බීඩී කොළ කිලෝ ග්‍රෑම් 776 ක් සහිත,ඇසුරුම් 24 ක් කල්පිටිය කප්පල් අඩිය වෙරළ තීරයට ගොඩ බා තිබියදී ශ්‍රී ලංකා නාවුක නෞකා විජය ආයතනය මගින් අත් අඩංගුවටගෙන ඇත. නාවුක හමුදා මෙහෙයුම් හමුවේ,පසුව  ප්‍රවාහනය කිරීමේ අරමුණින්,ජාවාරම්කරුවන් මෙම බීඩී කොළ තොගය වෙරළේ දමා පළා යන්නට   ඇතැ යි නාවුක හමුදාව විශ්වාස කරයි. මෙම බීඩී කොළ තොගයේ දළ වටිනාකම රුපියල් ලක්ෂ 40 ඉක්මවන බව වාර්තා වේ.",කොටස බීඩී කොළ කුමන මගින් මෙරටට ගෙන ආයුත්?,මුහුදු මගින්,33
341bd0455edf42b69eff9c07,මෙවර යල කන්නයේ ගොවීන්ගේ වී අස්වැන්න මිල දී ගැනීමට වී අලෙවි මණ්ඩලය අද (27) සිට කටයුතු යොදා තිබේ. මණ්ඩලයේ අනුරාධපුර ප්‍රාදේශීය කළමනාකරු නිමල් තෙන්නකෝන් මහතා මේ සම්බන්ධයෙන් අප කළ විමසීමක දී මෙසේ පැවැසීය. ගොවින්ගේ යල වී අස්වැන්න අද සිට (27) මණ්ඩලයට ගැනීමට අපේ විශේෂ රැස්වීමක දී තීරණය කළා. සභාපති ඇතුළු අපේ සියලුම කළමනාකරුවන් මේ ගැන දැනුම්වත් කිරීමක් කළා. ඒ සඳහා මුදල් වෙන් කිරීමට රජයෙන් තීරණයක් ගෙන තිබෙනවා. මේ නිසා අනුරාධපුර දිස්ත්‍රික්කයේ වී මිලට ගැනිම් මධ්‍යස්ථාන විවෘත කිරීමට පියවර ගත්තා. දැනට මධ්‍යස්ථාන තුනක් නොච්චියාගම කැකිරාව හා අනුරාධපුර සේනානායක ගබඩාව ආශ්‍රිතව මිල දී ගැනීම් ආරම්භ කළා. ගොවීන්ගේ ඉල්ලීම් ලැබෙන ප්‍රදේශ අනුව ගබඩා විවෘත කෙරන බවද ඒ මහතා කීවේය. රජයේ සහතික වී මිලට අනුව නාඩු වර්ගයේ වී කිලෝවකට රුපියල් 105 බැගින් ද සම්බා වර්ගයේ වී සඳහා කිලෝවකට රුපියල් 115 ක් හා කිරි සම්බා සඳහා රුපියල් 130 බැගින් ද ගොවීන් වෙත ගෙවනු ලබන බව ද තෙන්නකෝන් මහතා පැවැසීය.,අනුරාධපුර දිස්ත්‍රික්කයේ ගොවීන්ගේ යල කන්නයේ වී අස්වැන්න මිලදී ගැනීම සඳහා රජය විසින් ගෙවනු ලබන සහතික වී මිල කෙතරම්ද?,කිලෝවකට රුපියල් 105 බැගින් ද සම්බා වර්ගයේ වී සඳහා කිලෝවකට රුපියල් 115 ක් හා කිරි සම්බා සඳහා රුපියල් 130 බැගින් ,701
341bd0455edf42b69eff9c07_2,මෙවර යල කන්නයේ ගොවීන්ගේ වී අස්වැන්න මිල දී ගැනීමට වී අලෙවි මණ්ඩලය අද (27) සිට කටයුතු යොදා තිබේ. මණ්ඩලයේ අනුරාධපුර ප්‍රාදේශීය කළමනාකරු නිමල් තෙන්නකෝන් මහතා මේ සම්බන්ධයෙන් අප කළ විමසීමක දී මෙසේ පැවැසීය. ගොවින්ගේ යල වී අස්වැන්න අද සිට (27) මණ්ඩලයට ගැනීමට අපේ විශේෂ රැස්වීමක දී තීරණය කළා. සභාපති ඇතුළු අපේ සියලුම කළමනාකරුවන් මේ ගැන දැනුම්වත් කිරීමක් කළා. ඒ සඳහා මුදල් වෙන් කිරීමට රජයෙන් තීරණයක් ගෙන තිබෙනවා. මේ නිසා අනුරාධපුර දිස්ත්‍රික්කයේ වී මිලට ගැනිම් මධ්‍යස්ථාන විවෘත කිරීමට පියවර ගත්තා. දැනට මධ්‍යස්ථාන තුනක් නොච්චියාගම කැකිරාව හා අනුරාධපුර සේනානායක ගබඩාව ආශ්‍රිතව මිල දී ගැනීම් ආරම්භ කළා. ගොවීන්ගේ ඉල්ලීම් ලැබෙන ප්‍රදේශ අනුව ගබඩා විවෘත කෙරන බවද ඒ මහතා කීවේය. රජයේ සහතික වී මිලට අනුව නාඩු වර්ගයේ වී කිලෝවකට රුපියල් 105 බැගින් ද සම්බා වර්ගයේ වී සඳහා කිලෝවකට රුපියල් 115 ක් හා කිරි සම්බා සඳහා රුපියල් 130 බැගින් ද ගොවීන් වෙත ගෙවනු ලබන බව ද තෙන්නකෝන් මහතා පැවැසීය.,වී අලෙවි මණ්ඩලයේ අනුරාධපුර ප්‍රාදේශීය කළමනාකරු කවුද?,නිමල් තෙන්නකෝන්,134
34e53411170d4638a660bc2c,"අසාර්ථක හම්බන්තොට වරාය සාර්ථක තත්ත්වයට පත් කරන බව විපක්ෂනායක සජිත් ප්‍රේමදාස පවසනවා. ඔහු මේ බව පැවසුවේ ඊයේ (10) සමගි විහිදුම් බළගණයේ හම්බන්තොට දිස්ත්‍රික් සමුළුවට එක්වෙමින්. අපි විවිධ ජාත්‍යන්තර ආයෝජන හරහා මෙරට ඇති අසාර්ථක ව්‍යාපෘතී සාර්ථක ව්‍යාපෘති බවට පත් කරන්න තමා මෙන්ම තමාගේ කණ්ඩායම සුදානම් බව විපක්ෂනායකවරයා අවධාරණය කර සිටියා. හම්බන්තොට සංවර්ධනයෙන් බබලන තත්ත්වයට පත්කරන බව ඔහු මෙහිදී කියා සිටියා. එමෙන්ම මගේ කණ්ඩායම තුළ සිටිනවානම් මැති ඇමැතිකම් වැනි තනතුරු කියන්නේ රෝස මල් යහනා බව කවුරුන් හෝ සිතා සිටින්නේනම්, ඒ අයට දැන්මම කියන්නේ ඒ දේ හිතින් අත්හැර ගන්න කියා විපක්ෂයනායක සජිත් මෙහිදී අවධාරණයෙන් කියා සිටියා. නායකයා වැඩ කරන ආකාරයට අන් අය ද මහන්සි වෙලා වැඩ කරන ලෙස ඔහු පවසා සිටියා. රාජ්‍ය පාලනය කියන්නේම දුෂ්කර වැඩක් බවත් අලසකමින් කම්මැලිභාවයෙන් තොරව වැඩ කරන්න සුදානම් වන්න යැයි සිය කණ්ඩායමට විපක්ෂනායක සජිත් ප්‍රේමදාස වැඩිදුරටත් කියා සිටියා.",විපක්ෂනායක සජිත් ප්‍රේමදාස හම්බන්තොට වරාය සාර්ථක තත්ත්වයට පත් කරන බව කවදා කියා සිටියේද?,ඊයේ (10),103
34e53411170d4638a660bc2c_2,"අසාර්ථක හම්බන්තොට වරාය සාර්ථක තත්ත්වයට පත් කරන බව විපක්ෂනායක සජිත් ප්‍රේමදාස පවසනවා. ඔහු මේ බව පැවසුවේ ඊයේ (10) සමගි විහිදුම් බළගණයේ හම්බන්තොට දිස්ත්‍රික් සමුළුවට එක්වෙමින්. අපි විවිධ ජාත්‍යන්තර ආයෝජන හරහා මෙරට ඇති අසාර්ථක ව්‍යාපෘතී සාර්ථක ව්‍යාපෘති බවට පත් කරන්න තමා මෙන්ම තමාගේ කණ්ඩායම සුදානම් බව විපක්ෂනායකවරයා අවධාරණය කර සිටියා. හම්බන්තොට සංවර්ධනයෙන් බබලන තත්ත්වයට පත්කරන බව ඔහු මෙහිදී කියා සිටියා. එමෙන්ම මගේ කණ්ඩායම තුළ සිටිනවානම් මැති ඇමැතිකම් වැනි තනතුරු කියන්නේ රෝස මල් යහනා බව කවුරුන් හෝ සිතා සිටින්නේනම්, ඒ අයට දැන්මම කියන්නේ ඒ දේ හිතින් අත්හැර ගන්න කියා විපක්ෂයනායක සජිත් මෙහිදී අවධාරණයෙන් කියා සිටියා. නායකයා වැඩ කරන ආකාරයට අන් අය ද මහන්සි වෙලා වැඩ කරන ලෙස ඔහු පවසා සිටියා. රාජ්‍ය පාලනය කියන්නේම දුෂ්කර වැඩක් බවත් අලසකමින් කම්මැලිභාවයෙන් තොරව වැඩ කරන්න සුදානම් වන්න යැයි සිය කණ්ඩායමට විපක්ෂනායක සජිත් ප්‍රේමදාස වැඩිදුරටත් කියා සිටියා.",විපක්ෂනායක සජිත් ප්‍රේමදාස සාර්ථක ව්‍යාපෘති සඳහා කුමක් කරන්න කියා සිටියේද?,විවිධ ජාත්‍යන්තර ආයෝජන හරහා,178
3661187b974f495796eda239_2,මල්වතු හිරිපිටිය ප්‍රදේශයේ විහාරස්ථානයක දි හිමිනමකට  වෙඩි තැබීමට  නාදුනන පුද්ගලයන් ආ බව කියන මෝටර් රථය  එකලැස්කර තැනූ එකක් බවට  රස පරීක්ෂක නිලධාරීන් සිදුකළ විමර්ශනවලදී අනාවරණය වී ඇතැයි කඩුවෙල පොලිසිය කියයි. වෙඩි තැබීමෙන් අනතුරුව එම මෝටර් රථය කඩුවෙල ගොඩැල්ල ප්‍රදේශයේ ලදු කැලෑවකට රැගෙන විත් ගිනි තබා විනාශ කිරීමෙන් අනතුරුව පුද්ගලයන් දෙදෙනකු කඩ්මුඩියේ ප්‍රධාන මාර්ගයට පැමිණ පොලිසිය දෙසට පා ගමනින් යන අයුරු දර්ශන පෙළක් විමර්ශන සිදු කරන පොලිස් නිලධාරීන් වෙත මේ වන විට ලැබී ඇතැයි උසස් පොලිස් නිලධාරියෙක් පැවසීය. අදාල වෙඩි තැබීම නිදන් හෑරීමේ සිද්ධියක් මුල් කරගෙන  ලබාගත් ගණුදෙනුවක් අපවත් වූ හිමිනම  කිසියම් සංවිධානාත්මක කල්ලියකට නිසි අයුරින් ලබා නොදීමේ හේතුවක් මත සිදුකළ එකක් බවට මේ වන විට අනාවරණය වී තිබෙන තොරතුරු අනුව බොහෝ දුරට සැක කළ හැකි යැයි එම නිලධාරියා කීය. අපවත් වූ  කලපලවාවේ ධම්මරතන හිමියන්     යන්ත්‍ර මන්ත්‍ර ගුරුකම් සම්බන්ධයෙන් ඉහළ දැනුමක් තිබෙන   දේපළ රැසකට හිමිකම් කියති.  බහුතරයක් දේපළ ඔහුගේ නමට නොව ඔහු සමීපව ඇසුරු කරන පුද්ගලයෙකුගේ නමට ලියා ඇති බව  පොලිස් ආරංචි මාර්ග සඳහන් කරයි.,මෝටර් රථය කුමන ස්ථානයට රැගෙන ගොස් ගිනි තැබීමේ සිද්ධිය සම්බන්ධයෙන් කුමන ප්‍රදේශයේ විමර්ශනයක් සිදු වූයේද?,කඩුවෙල ගොඩැල්ල ප්‍රදේශයේ,242
36da3a70cd0740d2a8055aae,"ජලජ ජීවින් කුඩා ඉඩ ප්‍රමාණයක, හෝ ටැංකියක ඇති කිරීමෙන් එම ජලජ ජීවින්ගෙන් නිකුත් වන අප ද්‍රව්‍ය අතුරු නිෂ්පාදනයක් ලෙසින් ජලයට එක් වේ. මෙම අප ද්‍රව්‍ය එකතු වූ ජලය පැලෑටි වලට අවශ්‍ය පෝෂණ ගුණයන්ගෙන් අනූනය. එහෙත් ඒ සමග එම ජලය ජල ජීවින්ට විෂ සහිතය.",ජලජ ජීවින්ගෙන් නිකුත් වන ද්‍රව්‍යය කුමක් වේද?,අප ද්‍රව්‍ය,82
36f194ee0e7e4485846388e5,මේ හා සම්බන්ධ අනෙකුත් කැපීපෙනෙන පුරෝගාමියෙකු වන්නේ ඩෙන්මාක් ජාතික වෛද්‍ය වරයෙකු වූ පී.ඒ. ශ්ලේස්නර් ය. ඔහු 1849 දී අයිස්ලන්තයේ වෙස්ට්මානා දූපත්වල අළුත උපන් බිලිදුන් තුළ ඇති වූ පිටගැස්ම වසංගත රෝග තත්වය වළක්වා ගැනීම සදහා කටයුතු කරන ලදී. තවත් ඉතා වැදගත් වෛද්‍යවරයෙකු වන්නේ හංගේරියානු ජාතික වෛද්‍යවරයෙකු වූ ඉග්නාස් සෙමෙල්විස් ය. ඔහු 1847 දී වියානාවෙහි රෝහල්වල ළදරු මරණ අනුපාතය විෂබීජ මරණ ක්‍රමෝපායන් හදුන්වාදීම මගින් අවම කරන ලදී. ඔහුගේ සොයා ගැනීම් 1850 දී ප්‍රකාශයට පත් කරන ලද අතර ඔහුගේ සමකාලීනයන් විසින් ඔහු කල මෙහෙය එතරම් ඇගයීමකට ලක් නොකළ අතර අකණ්ඩව පවත්වාගෙන නොයන ලදී. බ්‍රිතාන්‍ය ජාතික ශල්‍ය වෛද්‍යවරයෙකු වූ ජෝසප් ලිස්ටර් විසින් 1865 දී ලුවී පාස්චර්ගේ සොයා ගැනීම් අනුව යමින් විෂබීජ නාශක ද්‍රව්‍යයන් හදුන්වා දෙන තෙක්ම ඒවා බහුල වශයෙන් භාවිතයට ‍ෙනාගැණින.,ඩෙන්මාර්ක ජාතික වෛද්‍යවරයාගේ නම කුමක්ද?,පී.ඒ. ශ්ලේස්නර් ය.,83
36f194ee0e7e4485846388e5_2,මේ හා සම්බන්ධ අනෙකුත් කැපීපෙනෙන පුරෝගාමියෙකු වන්නේ ඩෙන්මාක් ජාතික වෛද්‍ය වරයෙකු වූ පී.ඒ. ශ්ලේස්නර් ය. ඔහු 1849 දී අයිස්ලන්තයේ වෙස්ට්මානා දූපත්වල අළුත උපන් බිලිදුන් තුළ ඇති වූ පිටගැස්ම වසංගත රෝග තත්වය වළක්වා ගැනීම සදහා කටයුතු කරන ලදී. තවත් ඉතා වැදගත් වෛද්‍යවරයෙකු වන්නේ හංගේරියානු ජාතික වෛද්‍යවරයෙකු වූ ඉග්නාස් සෙමෙල්විස් ය. ඔහු 1847 දී වියානාවෙහි රෝහල්වල ළදරු මරණ අනුපාතය විෂබීජ මරණ ක්‍රමෝපායන් හදුන්වාදීම මගින් අවම කරන ලදී. ඔහුගේ සොයා ගැනීම් 1850 දී ප්‍රකාශයට පත් කරන ලද අතර ඔහුගේ සමකාලීනයන් විසින් ඔහු කල මෙහෙය එතරම් ඇගයීමකට ලක් නොකළ අතර අකණ්ඩව පවත්වාගෙන නොයන ලදී. බ්‍රිතාන්‍ය ජාතික ශල්‍ය වෛද්‍යවරයෙකු වූ ජෝසප් ලිස්ටර් විසින් 1865 දී ලුවී පාස්චර්ගේ සොයා ගැනීම් අනුව යමින් විෂබීජ නාශක ද්‍රව්‍යයන් හදුන්වා දෙන තෙක්ම ඒවා බහුල වශයෙන් භාවිතයට ‍ෙනාගැණින.,ශ්ලේස්නර් විසින් කටයුතු කළ වසර කුමක්ද?,1849 දී ,106
373bb5d42ec14e4c82dae01e,"භූත කොටස් හා ඒවා නිසා හටගත් රාශියක්ද එසේම සුවදුක් විඳීම් ආදී වේදනා රාශියක් සහ නිල්, සුදු, රතු, මිටි, මහත් යනාදිය හැඳිනීම යැයි කියන ලද සංඥා රාශියක්ද එසේම පිරිසුදු අපිරිසුදු චේතනා රාශියක්ද යනාදී රාශි පහක් හැර, වෙනත් දෙයක් නැති බව පෙනේ. එම නිසා සත්වයා කීවද පඤ්චස්කන්ධය කීවද දෙකම එකකි.",භූත කොටස් හා ඒවා නිසා හටගත් රාශියක් කුමක්ද?,සංඥා රාශිය,134
373bb5d42ec14e4c82dae01e_2,"භූත කොටස් හා ඒවා නිසා හටගත් රාශියක්ද එසේම සුවදුක් විඳීම් ආදී වේදනා රාශියක් සහ නිල්, සුදු, රතු, මිටි, මහත් යනාදිය හැඳිනීම යැයි කියන ලද සංඥා රාශියක්ද එසේම පිරිසුදු අපිරිසුදු චේතනා රාශියක්ද යනාදී රාශි පහක් හැර, වෙනත් දෙයක් නැති බව පෙනේ. එම නිසා සත්වයා කීවද පඤ්චස්කන්ධය කීවද දෙකම එකකි.","සත්වයා සහ පඤ්චස්කන්ධය අතර සමාන බව කුමක්ද?
", දෙකම එකකි,270
3759cd2b92274b7cbacb2aef,"තේජොංගේ රාජ්‍ය සමයේ ආරම්භයේ මහා හිටපු රජ තේජෝ, රාජ්‍යත්වයේ නීත්‍යානුකූල සංකේතය වූ රාජකීය මුද්‍රාව ඔහුට ලබා දීම ප්‍රතික්ෂේප කළේ ය. සිය රාජ්‍යත්වයට සුදුසුකම ප්‍රදර්ශනය කිරීම සඳහා තේජොං නොයෙකුත් ප්‍රතිපත්ති අනුගමනය කළේ ය. රජු වශයෙන් සිය පළමු කර්තව්‍යය ලෙස ඔහු පෞද්ගලික සේනා පවත්වා ගෙන යාමට ‍රජයේ යුධ නිලධාරීන්ට සහ වංශවතුන්ට වූ වරප්‍රසාදය අහෝසි කළේ ය. මෙමගින් මහා පරිමාණ කැරැලි ඇතිවීමේ අවදානම අවම වූ අතර, ජාතික යුධ සේවයට බැඳෙන මිනිසුන් සංඛ්‍යාව ද ශීඝ්‍රයෙන් ඉහළ ගියේ ය. තේජොංගේ ඊළඟ පියවර වූයේ පවත්නා නීති ක්‍රමය, ඉඩම් හිමිකාරීත්ව බදු ක්‍රමය සහ රාජ්‍ය වාර්තා ක්‍රමය ප්‍රතිසංස්කරණය කිරීමයි. මෙලෙසින් පෙර සැඟ වී තිබුණු ඉඩම් අනාවරණය වීමත් සමග, ජාතික ආදායම දෙගුණ විය.","තේජොංගේ රාජ්‍ය සමයේ ආරම්භයේ, මහා හිටපු රජ තේජෝ කුමක් ප්‍රතික්ෂේප කළේද?",රාජකීය මුද්‍රාව,82
